,Player Name,Goals/90min,Assists/90min,Yel/90min,Red/90min,SpG,PS%,Rating,Tackles,Inter,Fouls (def),Offsides,Clear,DrB (def),Blocks,DrB (off),Fouled (off),Off (off),Disp (off),KeyP,AvgP,Crosses,LongB,ThrB,OutOfBox,SixYardBox,PenaltyArea,Playing_Nature,Vertical Position,Horizontal Position
8318,Kenny Lala,0.1,0.13,0.13,0.03,0.5,78.7,6.96,2.8,1.4,0.8,0.3,1.8,0.8,0.3,2.0,0.9,0.0,1.1,0.8,43.3,0.5,5.5,0.1,0.3,0.0,0.2,Defensive,Back,Right
8320,Benjamin Corgnet,0.0,0.13,0.13,0.0,1.5,68.3,6.87,1.6,0.6,1.4,0.0,0.6,1.2,0.1,1.4,1.9,0.1,1.4,1.0,29.8,0.5,1.1,0.2,0.6,0.2,0.7,Attacking,Mid,Center
8321,Martin Terrier,0.22,0.16,0.16,0.0,2.0,76.4,6.85,1.7,0.6,1.2,0.0,0.2,0.8,0.0,0.8,1.1,0.3,0.9,1.1,18.8,0.2,0.5,0.2,0.8,0.0,1.1,Attacking,Forward,Center
8323,Joia Nuno Da Costa,0.36,0.1,0.21,0.05,1.2,63.9,6.81,1.9,0.7,1.2,0.0,0.2,1.1,0.0,1.9,1.3,0.3,1.4,0.5,13.5,0.2,0.5,0.1,0.2,0.1,0.9,Attacking,Forward,Center
8324,Kader Mangane,0.05,0.05,0.21,0.0,0.7,75.6,6.8,1.9,1.2,1.3,0.5,5.8,0.5,0.9,0.4,0.4,0.1,0.2,0.2,33.5,0.1,4.3,0.0,0.1,0.1,0.6,Defensive,Back,Center
8325,Jonas Martin,0.12,0.06,0.18,0.0,0.8,85.4,6.74,2.0,0.9,1.5,0.0,0.8,1.0,0.1,0.8,1.1,0.1,1.4,1.2,46.8,0.4,2.1,0.1,0.4,0.0,0.3,Neutral,Mid,Center
8326,Pablo Martinez,0.0,0.04,0.17,0.0,0.6,82.0,6.68,1.7,2.1,1.0,0.7,4.4,1.1,0.5,0.2,1.2,0.0,0.3,0.2,38.9,0.1,3.2,0.0,0.1,0.1,0.4,Defensive,Back,Center
8327,Dimitri Foulquier,0.0,0.15,0.15,0.0,0.1,77.4,6.58,1.6,0.9,1.3,0.4,1.5,0.6,0.3,2.1,0.4,0.1,0.9,0.5,31.8,0.3,1.6,0.0,0.1,0.0,0.1,Defensive,Back,Right
8331,Yoann Salmier,0.0,0.0,0.16,0.0,0.3,84.8,6.48,1.1,1.9,0.9,0.4,4.3,0.5,0.4,0.5,0.5,0.0,0.1,0.1,38.5,0.0,2.9,0.0,0.0,0.1,0.2,Defensive,Back,Center
8332,Anthony Goncalves,0.05,0.0,0.26,0.0,0.7,76.5,6.46,1.7,0.9,1.7,0.0,0.9,1.2,0.0,0.3,0.6,0.1,0.8,1.0,22.0,0.8,0.9,0.0,0.6,0.0,0.2,Neutral,Mid,Center
8333,Stephane Bahoken,0.49,0.05,0.27,0.0,1.4,74.8,6.45,0.6,0.3,1.8,0.0,0.0,0.7,0.0,0.3,0.8,0.8,1.3,0.5,11.3,0.4,0.2,0.0,0.3,0.1,1.1,Attacking,Forward,Center
8334,Bakary Kone,0.04,0.0,0.11,0.0,0.4,85.4,6.45,0.9,1.2,0.8,0.5,4.2,0.7,0.4,0.2,0.6,0.1,0.1,0.0,36.5,0.0,3.4,0.0,0.0,0.1,0.3,Defensive,Back,Center
8341,Frederic Guilbert,0.03,0.06,0.33,0.0,0.4,74.9,7.13,3.8,2.5,1.6,0.2,3.2,1.5,0.4,0.6,1.0,0.0,1.1,0.4,29.5,0.7,1.9,0.0,0.2,0.0,0.2,Defensive,Back,Right
8342,Ronny Rodelin,0.17,0.17,0.03,0.0,2.9,73.2,7.09,0.9,0.8,0.6,0.0,1.1,0.9,0.1,1.5,0.9,0.4,1.6,1.6,34.3,0.3,2.3,0.1,1.5,0.1,1.4,Attacking,Forward,Center
8344,Adama Mbengue,0.0,0.0,0.11,0.06,0.7,66.8,6.92,3.7,1.5,2.0,0.1,2.2,1.3,0.1,1.5,1.3,0.0,1.4,0.6,28.1,0.6,1.8,0.0,0.5,0.0,0.3,Defensive,Back,Left
8345,Alexander Djiku,0.0,0.0,0.39,0.0,0.6,80.8,6.92,2.3,2.0,1.5,0.3,5.2,0.9,0.2,0.2,1.4,0.0,0.2,0.1,45.7,0.0,3.4,0.0,0.1,0.0,0.6,Defensive,Back,Center
8346,Damien Da Silva,0.13,0.0,0.22,0.0,0.6,82.2,6.85,1.6,1.1,1.1,0.5,5.3,0.4,0.8,0.3,0.8,0.2,0.1,0.0,42.1,0.0,5.6,0.0,0.0,0.1,0.5,Defensive,Back,Center
8347,Julien Feret,0.0,0.03,0.12,0.0,0.7,79.9,6.84,1.1,1.4,0.6,0.0,1.5,1.6,0.2,0.7,0.9,0.0,1.0,1.9,42.6,1.2,3.2,0.1,0.6,0.0,0.1,Neutral,Mid,Center
8348,Youssef Ait Bennasser,0.0,0.0,0.18,0.0,0.9,83.2,6.72,1.7,1.2,0.7,0.0,0.9,1.8,0.1,1.6,1.0,0.0,1.3,0.4,41.4,0.1,4.1,0.0,0.8,0.0,0.0,Neutral,Mid,Center
8349,Ivan Santini,0.36,0.03,0.1,0.0,2.8,63.7,6.67,0.6,0.1,2.5,0.0,1.0,0.8,0.2,0.4,1.7,0.6,1.8,0.8,22.2,0.0,0.3,0.0,0.6,0.2,2.0,Attacking,Forward,Center
8350,Romain Genevois,0.05,0.05,0.25,0.05,0.2,72.5,6.65,2.0,1.3,1.1,0.4,3.1,0.8,0.4,0.1,0.6,0.0,0.4,0.3,29.1,0.5,2.8,0.0,0.0,0.0,0.2,Defensive,Back,Center
8351,Durel Avounou,0.0,0.0,0.14,0.0,0.6,73.5,6.59,1.7,1.1,0.8,0.0,2.6,1.2,0.1,0.6,0.6,0.2,0.7,0.3,23.4,0.2,0.9,0.0,0.4,0.1,0.0,Defensive,Mid,Left
8353,Enzo Crivelli,0.15,0.05,0.46,0.05,0.8,61.3,6.44,0.7,0.2,1.5,0.0,0.3,0.3,0.0,0.4,1.2,0.3,1.3,0.6,15.3,0.0,0.2,0.0,0.1,0.1,0.7,Attacking,Forward,Center
8357,Vincent Bessat,0.0,0.06,0.11,0.0,0.7,81.1,6.4,1.7,0.8,0.7,0.1,0.7,1.1,0.0,0.4,0.2,0.1,0.5,0.8,27.8,1.2,1.2,0.0,0.6,0.0,0.1,Defensive,Back,Left
8361,Jan Repas,0.3,0.0,0.1,0.0,1.1,74.9,6.24,0.9,0.5,1.3,0.0,0.2,0.9,0.0,0.6,1.3,0.0,1.9,0.7,14.3,0.0,0.7,0.0,0.9,0.0,0.3,Neutral,Mid,Left
8364,Ismael Diomande,0.38,0.13,0.13,0.25,0.3,84.9,6.11,1.3,0.5,0.8,0.5,1.8,0.5,0.5,0.2,0.2,0.0,0.2,0.1,24.6,0.1,2.6,0.0,0.3,0.0,0.0,Defensive,Back,Center
8365,Kevin Malcuit,0.0,0.3,0.1,0.0,0.4,81.0,7.11,2.2,1.7,0.5,0.1,1.8,0.3,0.2,2.5,1.4,0.2,1.3,1.1,42.5,0.9,1.6,0.0,0.3,0.0,0.2,Defensive,Back,Right
8367,Yassine Benzia,0.08,0.19,0.31,0.0,0.9,81.6,6.95,2.0,0.9,1.7,0.0,0.3,1.5,0.1,1.7,1.8,0.1,1.5,2.0,42.7,0.8,1.9,0.3,0.6,0.0,0.4,Attacking,Mid,Center
8368,Nicolas Pepe,0.54,0.13,0.16,0.0,1.8,81.8,6.91,0.8,0.3,0.8,0.0,0.4,0.9,0.0,2.0,2.3,0.7,3.3,1.1,27.0,0.3,0.8,0.1,0.9,0.0,0.9,Attacking,Forward,Center
8369,Junior Alonso,0.1,0.03,0.1,0.0,0.5,81.4,6.78,1.7,1.6,1.0,0.5,4.4,0.7,0.5,0.4,0.3,0.0,0.3,0.3,54.2,0.1,4.0,0.0,0.1,0.0,0.4,Defensive,Back,Center
8370,Edgar Ie,0.03,0.0,0.17,0.03,0.4,84.5,6.76,2.1,2.4,0.8,0.6,3.7,1.1,0.7,0.7,0.5,0.1,0.6,0.3,49.5,0.1,1.7,0.0,0.1,0.0,0.3,Defensive,Back,Center
8371,Thiago Mendes,0.16,0.16,0.12,0.04,1.5,86.3,6.73,0.8,0.8,1.2,0.0,0.8,0.6,0.1,1.2,1.5,0.1,1.4,1.4,42.5,0.3,2.2,0.0,1.0,0.0,0.4,Neutral,Mid,Center
8372,Luiz Araujo,0.27,0.13,0.22,0.0,1.5,76.1,6.71,1.2,0.5,0.8,0.0,0.3,1.1,0.0,2.2,0.7,0.2,1.6,0.6,19.9,0.5,1.3,0.1,0.8,0.1,0.6,Attacking,Mid,Left
8373,Nicolas de Preville,0.24,0.16,0.24,0.0,2.1,73.2,6.76,1.1,0.6,1.8,0.0,0.4,0.8,0.1,1.6,1.2,0.2,1.5,0.8,21.5,0.4,0.7,0.0,1.1,0.0,1.0,Attacking,Forward,Center
8374,Lebo Mothiba,1.21,0.0,0.3,0.0,1.6,82.2,6.66,0.6,0.1,1.6,0.0,0.8,0.5,0.1,0.4,1.3,0.6,1.2,0.9,22.1,0.0,0.1,0.1,0.1,0.2,1.2,Attacking,Forward,Center
8377,Thiago Maia,0.0,0.0,0.07,0.04,0.4,84.9,6.59,1.6,1.8,0.9,0.1,1.2,1.3,0.3,1.2,0.6,0.0,1.1,0.4,50.4,0.0,2.6,0.0,0.4,0.0,0.1,Defensive,Mid,Center
8380,Adama Soumaoro,0.0,0.0,0.15,0.0,0.1,92.5,6.5,0.6,1.2,0.5,0.4,3.3,0.1,1.1,0.6,1.0,0.1,0.6,0.1,41.6,0.0,0.7,0.0,0.0,0.0,0.1,Defensive,Back,Center
8382,Kouadio Dabila,0.0,0.0,0.1,0.0,0.0,84.6,6.44,1.7,0.8,1.2,0.5,3.8,0.3,0.5,0.3,0.0,0.0,0.3,0.3,40.6,0.1,2.3,0.0,0.0,0.0,0.0,Defensive,Back,Center
8384,Fode Ballo Toure,0.0,0.0,0.22,0.04,0.1,85.1,6.33,1.9,1.0,1.1,0.1,1.5,1.0,0.1,0.6,0.7,0.3,0.9,0.3,35.9,0.2,0.7,0.0,0.0,0.0,0.1,Defensive,Back,Left
8386,Hamza Mendyl,0.0,0.0,0.21,0.11,0.2,82.3,6.31,1.5,1.3,0.9,0.1,1.6,0.8,0.0,1.0,0.3,0.0,0.2,0.3,25.4,0.2,1.4,0.0,0.1,0.0,0.1,Defensive,Back,Left
8389,Max Gradel,0.37,0.04,0.22,0.04,2.4,66.3,7.13,2.2,0.5,1.5,0.0,0.7,1.6,0.1,2.7,1.6,0.3,2.1,1.6,26.2,1.7,1.2,0.0,1.1,0.1,1.2,Attacking,Forward,Left
8390,Ibrahim Sangare,0.06,0.11,0.34,0.0,1.0,74.5,6.99,3.6,1.2,2.0,0.1,0.9,2.0,0.4,1.5,1.1,0.0,1.3,1.0,40.4,0.1,3.7,0.2,0.6,0.0,0.4,Neutral,Mid,Center
8391,Christopher Jullien,0.03,0.07,0.24,0.03,0.8,79.1,6.89,1.2,1.3,1.0,1.5,5.9,0.6,0.6,0.0,0.2,0.0,0.1,0.3,41.2,0.0,5.1,0.0,0.0,0.1,0.7,Defensive,Back,Center
8392,Giannelli Imbula,0.04,0.04,0.16,0.0,1.2,88.0,6.84,1.0,0.7,0.8,0.0,0.4,0.8,0.1,2.3,1.9,0.0,1.5,0.9,42.1,0.5,2.2,0.1,0.9,0.0,0.3,Neutral,Mid,Center
8393,Issa Diop,0.09,0.0,0.26,0.0,0.6,79.6,6.82,1.7,2.2,0.9,1.1,3.8,0.8,0.7,0.3,0.7,0.0,0.1,0.1,36.4,0.1,2.9,0.0,0.0,0.0,0.5,Defensive,Back,Center
8394,Somalia,0.09,0.0,0.09,0.0,1.0,78.8,6.8,2.4,1.3,1.0,0.1,1.0,1.5,0.1,1.4,1.9,0.1,1.2,0.8,21.8,0.2,0.5,0.0,0.5,0.0,0.4,Neutral,Mid,Center
8395,Yannick Cahuzac,0.0,0.0,0.3,0.0,0.2,82.9,6.75,2.0,1.5,1.3,0.0,1.9,0.6,0.5,0.2,1.4,0.0,0.4,0.2,28.1,0.1,1.7,0.0,0.1,0.1,0.1,Neutral,Mid,Center
8396,Andy Delort,0.23,0.19,0.19,0.0,2.2,61.2,6.71,0.6,0.4,2.2,0.0,0.6,0.5,0.0,0.6,1.0,0.9,1.5,1.4,22.4,0.8,0.6,0.0,1.0,0.3,0.9,Attacking,Forward,Center
8397,Issiaga Sylla,0.11,0.17,0.34,0.0,0.6,75.4,6.69,1.8,1.4,1.0,0.2,2.2,1.1,0.2,0.5,0.5,0.2,0.7,0.8,25.5,0.7,0.8,0.0,0.4,0.0,0.2,Defensive,Back,Left
8398,Francois Moubandje,0.05,0.0,0.26,0.05,0.1,71.5,6.68,1.3,1.3,1.0,0.5,3.0,1.1,0.3,0.9,0.7,0.0,0.4,0.4,31.0,0.2,2.0,0.0,0.1,0.0,0.0,Defensive,Back,Left
8399,Alexis Blin,0.05,0.14,0.24,0.0,0.4,78.4,6.64,2.2,1.2,1.2,0.0,1.2,1.8,0.2,0.3,1.4,0.0,0.8,0.3,28.8,0.2,1.4,0.0,0.2,0.0,0.2,Neutral,Mid,Center
8400,Yaya Sanogo,0.48,0.0,0.36,0.0,1.8,56.8,6.62,0.4,0.2,2.0,0.0,0.5,0.3,0.0,0.5,1.5,0.4,1.1,0.4,11.7,0.0,0.2,0.0,0.1,0.2,1.5,Attacking,Forward,Center
8401,Kelvin Amian,0.03,0.03,0.09,0.03,0.4,77.4,6.62,1.6,1.3,0.8,0.7,3.1,0.3,0.2,0.5,0.4,0.0,0.6,0.3,27.1,0.3,1.9,0.0,0.3,0.0,0.2,Defensive,Back,Right
8403,Steeve Yago,0.0,0.0,0.4,0.0,0.0,76.1,6.59,2.3,1.6,2.0,1.0,2.5,0.8,0.3,0.3,1.2,0.0,0.6,0.3,25.1,0.2,1.7,0.0,0.0,0.0,0.0,Defensive,Back,Right
8414,Christophe Herelle,0.0,0.0,0.21,0.03,0.4,83.6,6.82,1.1,1.6,0.8,1.1,6.9,0.4,0.8,0.0,0.8,0.0,0.0,0.1,37.2,0.0,4.4,0.0,0.0,0.0,0.3,Defensive,Back,Center
8415,Charles Traore,0.0,0.09,0.27,0.03,0.3,77.4,6.81,1.8,1.7,0.9,0.5,4.1,0.9,0.5,0.6,0.8,0.0,0.4,0.6,38.3,0.4,2.1,0.0,0.2,0.0,0.1,Defensive,Back,Left
8416,Saif Eddine Khaoui,0.23,0.09,0.09,0.0,1.9,69.5,6.81,1.7,0.8,1.2,0.0,0.2,1.1,0.1,1.5,0.8,0.0,0.9,0.9,19.1,0.8,0.6,0.0,1.4,0.0,0.6,Attacking,Mid,Center
8419,Karim Azamoum,0.04,0.0,0.2,0.04,0.8,72.7,6.72,2.8,0.9,1.9,0.0,1.8,1.4,0.4,0.4,0.6,0.0,1.0,0.7,29.5,0.3,1.1,0.0,0.4,0.0,0.3,Defensive,Mid,Center
8420,Samuel Grandsir,0.1,0.14,0.1,0.0,1.3,75.2,6.69,1.9,0.6,1.4,0.0,0.4,1.5,0.1,1.9,1.2,0.4,2.1,0.9,23.4,0.5,0.8,0.0,0.4,0.1,0.8,Attacking,Mid,Right
8421,Remi Walter,0.05,0.05,0.05,0.0,0.7,86.7,6.62,1.7,0.7,1.0,0.0,0.8,1.2,0.2,1.3,0.4,0.0,1.3,0.4,33.6,0.1,1.6,0.0,0.4,0.0,0.2,Defensive,Mid,Center
8422,Stephane Darbion,0.16,0.11,0.11,0.0,0.8,80.5,6.59,0.8,0.9,0.7,0.0,0.6,1.5,0.1,1.0,1.3,0.2,1.9,0.9,27.0,0.8,0.4,0.1,0.2,0.1,0.6,Attacking,Mid,Left
8423,Jimmy Giraudon,0.0,0.0,0.17,0.04,0.2,79.2,6.57,1.0,1.2,0.6,1.1,5.0,0.2,0.9,0.2,0.4,0.0,0.1,0.1,39.6,0.0,4.5,0.0,0.0,0.0,0.2,Defensive,Back,Center
8424,Oswaldo Vizcarrondo,0.0,0.0,0.32,0.05,0.3,83.1,6.57,1.1,1.0,1.1,1.2,6.2,1.2,0.8,0.1,0.5,0.0,0.1,0.1,38.6,0.0,4.9,0.0,0.0,0.1,0.2,Defensive,Back,Center
8425,Tristan Dingome,0.0,0.0,0.3,0.0,0.4,82.3,6.53,1.8,0.9,1.1,0.0,1.1,0.6,0.0,0.4,0.6,0.1,0.9,1.0,41.1,0.2,2.2,0.1,0.3,0.0,0.1,Defensive,Mid,Center
8426,Adama Niane,0.33,0.08,0.25,0.0,2.2,67.6,6.5,0.7,0.3,1.1,0.0,0.4,0.6,0.0,0.4,0.8,0.9,1.6,0.5,16.8,0.1,0.3,0.0,0.8,0.1,1.3,Attacking,Forward,Center
8427,Suk Hyun Jun,0.45,0.0,0.38,0.0,1.2,56.0,6.49,0.2,0.0,1.7,0.0,0.3,0.3,0.0,0.3,1.3,0.2,0.7,0.5,11.5,0.1,0.2,0.0,0.1,0.2,0.8,Attacking,Forward,Center
8428,Benjamin Nivet,0.26,0.13,0.0,0.0,0.7,77.7,6.49,1.2,0.6,0.9,0.0,0.8,1.5,0.0,0.5,0.9,0.0,1.1,1.1,26.2,0.3,1.0,0.1,0.2,0.1,0.3,Attacking,Mid,Center
8430,Francois Bellugou,0.04,0.0,0.25,0.04,0.0,79.5,6.38,1.6,0.9,1.0,0.1,1.4,0.9,0.2,0.4,0.4,0.0,0.5,0.2,33.1,0.0,2.2,0.0,0.0,0.0,0.0,Defensive,Mid,Center
8432,Johann Obiang,0.0,0.0,0.19,0.0,0.3,73.1,6.23,1.6,0.9,0.9,0.8,1.5,0.9,0.1,0.1,0.6,0.0,0.4,0.3,23.3,0.4,1.4,0.0,0.1,0.0,0.1,Defensive,Back,Left
8436,Mathieu Dossevi,0.07,0.39,0.11,0.0,1.1,78.4,7.13,1.2,0.9,0.9,0.0,0.3,1.1,0.1,2.4,1.2,0.2,1.8,2.9,28.7,2.6,1.1,0.0,0.6,0.0,0.4,Attacking,Mid,Right
8437,Renaud Cohade,0.03,0.08,0.14,0.0,1.0,78.2,6.99,3.8,1.4,1.4,0.1,2.2,1.9,0.3,0.8,0.7,0.1,1.0,1.1,50.9,0.5,4.5,0.0,0.8,0.0,0.1,Neutral,Mid,Center
8438,Nolan Roux,0.51,0.03,0.25,0.0,2.3,68.8,6.84,0.7,0.7,1.3,0.1,0.6,0.9,0.1,0.6,1.7,0.5,1.0,0.7,22.3,0.1,0.9,0.0,0.7,0.2,1.5,Attacking,Forward,Center
8439,Florent Mollet,0.45,0.06,0.38,0.0,2.0,87.5,6.75,1.1,0.5,1.5,0.0,0.3,1.0,0.0,1.0,1.2,0.1,1.0,0.9,29.0,0.6,2.2,0.0,1.3,0.1,0.6,Attacking,Mid,Center
8440,Jonathan Rivierez,0.0,0.0,0.26,0.0,0.3,76.4,6.75,3.1,1.5,1.3,0.5,2.2,1.5,0.3,1.0,0.5,0.0,0.1,0.3,28.2,0.4,2.0,0.0,0.2,0.0,0.1,Defensive,Back,Right
8442,Julian Palmieri,0.0,0.0,0.34,0.09,0.3,79.9,6.62,2.1,1.4,1.6,0.1,1.8,0.7,0.1,0.9,0.6,0.0,0.2,0.6,29.4,0.4,1.4,0.0,0.1,0.0,0.2,Defensive,Back,Left
8444,Moussa Niakhate,0.0,0.03,0.23,0.0,0.5,79.4,6.61,1.6,1.6,1.0,0.6,3.9,0.4,0.4,0.5,1.1,0.0,0.1,0.1,40.0,0.1,5.0,0.0,0.1,0.1,0.3,Defensive,Back,Center
8446,Fallou Diagne,0.04,0.04,0.32,0.08,0.5,78.4,6.59,1.1,1.6,1.0,0.8,3.9,0.5,0.6,0.3,0.2,0.1,0.1,0.3,34.9,0.0,6.0,0.0,0.2,0.0,0.3,Defensive,Back,Center
8447,Danijel Milicevic,0.76,0.38,0.13,0.0,0.5,73.4,6.55,0.7,0.3,0.4,0.0,0.2,0.7,0.0,0.2,0.8,0.0,0.7,1.8,22.3,1.3,1.3,0.0,0.3,0.0,0.3,Attacking,Mid,Center
8448,Georges Mandjeck,0.0,0.09,0.46,0.0,0.6,78.4,6.55,1.8,1.3,2.1,0.1,1.4,0.7,0.2,0.7,1.1,0.0,0.6,0.4,31.1,0.0,2.5,0.0,0.3,0.0,0.4,Defensive,Mid,Center
8449,Benoit Assou Ekotto,0.0,0.0,0.09,0.17,0.2,75.2,6.54,0.9,3.5,0.8,0.3,0.8,0.8,0.3,0.6,0.7,0.1,0.3,0.6,38.8,0.5,7.0,0.0,0.2,0.0,0.0,Defensive,Back,Left
8451,Emmanuel Riviere,0.27,0.09,0.04,0.0,2.5,67.7,6.54,0.4,0.1,1.5,0.0,0.2,0.4,0.0,0.5,0.6,0.3,1.0,0.6,22.4,0.0,0.2,0.0,0.6,0.3,1.6,Attacking,Forward,Center
8452,Chris Philipps,0.0,0.0,0.63,0.0,0.4,79.4,6.53,2.0,2.7,1.5,0.1,1.5,1.9,0.5,0.2,0.5,0.0,0.5,0.8,38.4,0.0,3.8,0.2,0.3,0.0,0.1,Defensive,Mid,Center
8453,Yann Jouffre,0.0,0.0,0.0,0.0,0.3,88.3,6.46,0.8,0.8,0.5,0.0,0.5,1.3,0.3,0.8,1.0,0.3,1.8,1.5,40.5,1.8,4.5,0.0,0.0,0.0,0.3,Attacking,Mid,Right
8454,Ivan Balliu,0.0,0.05,0.28,0.0,0.2,79.1,6.44,1.4,1.1,0.9,0.4,2.2,0.6,0.4,0.6,1.4,0.1,0.2,0.4,36.3,0.2,2.4,0.0,0.1,0.0,0.1,Defensive,Back,Right
8455,Geronimo Poblete,0.0,0.0,0.05,0.0,0.2,88.9,6.43,2.3,1.0,0.9,0.0,0.8,1.6,0.0,0.6,1.2,0.0,0.4,0.3,34.1,0.0,3.1,0.1,0.1,0.0,0.0,Defensive,Mid,Center
8456,Matthieu Udol,0.0,0.0,0.0,0.0,0.2,76.4,6.41,2.3,0.8,1.3,0.0,2.8,1.5,0.3,0.3,0.2,0.0,0.2,0.0,21.2,0.2,1.5,0.0,0.2,0.0,0.0,Defensive,Back,Left
8459,Cafu,0.53,0.0,0.26,0.0,0.5,81.4,6.34,0.9,1.2,1.4,0.1,1.3,0.8,0.1,0.5,0.8,0.1,0.6,0.5,28.5,0.0,2.0,0.0,0.3,0.0,0.2,Neutral,Mid,Center
8460,Vahid Selimovic,0.0,0.0,0.26,0.09,0.2,81.8,6.31,1.5,1.3,1.7,1.1,4.2,0.2,0.6,0.3,0.6,0.0,0.1,0.0,35.2,0.0,3.4,0.0,0.1,0.0,0.1,Defensive,Back,Center
8461,Simon Falette,0.04,0.0,0.39,0.04,0.6,77.0,6.77,1.2,2.1,1.4,0.7,4.7,0.4,0.5,0.2,0.9,0.0,0.2,0.2,46.0,0.0,3.1,0.0,0.1,0.1,0.4,Defensive,Back,Center
8463,Milan Bisevac,0.0,0.0,0.13,0.0,0.5,82.5,6.28,0.7,0.5,0.4,0.2,4.3,0.2,0.0,0.1,0.4,0.1,0.1,0.2,32.6,0.1,5.4,0.0,0.1,0.0,0.4,Defensive,Back,Center
8620,Gerzino Nyamsi,0.33,0.0,0.33,0.0,0.3,81.0,6.69,1.3,1.0,1.0,2.7,5.7,1.0,0.7,1.0,0.3,0.0,0.0,0.0,28.0,0.0,2.7,0.0,0.0,0.0,0.3,Defensive,Back,Center
8688,Lebo Mothiba,1.21,0.0,0.3,0.0,1.6,82.2,6.66,0.6,0.1,1.6,0.0,0.8,0.5,0.1,0.4,1.3,0.6,1.2,0.9,22.1,0.0,0.1,0.1,0.1,0.2,1.2,Attacking,Forward,Center
8691,Mehdi Tahrat,0.2,0.0,0.81,0.0,0.7,69.7,6.58,1.0,1.3,2.3,0.0,2.1,0.4,0.1,0.9,1.0,0.0,1.1,0.1,31.6,0.0,1.1,0.0,0.4,0.0,0.3,Defensive,Mid,Center
8709,Dankler,0.0,0.0,0.4,0.0,0.3,85.9,6.89,1.6,2.3,0.9,1.8,5.2,0.3,0.5,0.3,0.4,0.0,0.2,0.1,43.9,0.0,4.6,0.0,0.1,0.0,0.1,Defensive,Back,Center
8717,John Bostock,0.3,0.0,0.45,0.0,1.1,86.5,6.93,2.5,2.0,1.1,0.0,0.5,0.9,0.1,1.5,1.0,0.1,0.6,0.5,44.4,0.3,3.4,0.1,1.1,0.0,0.0,Defensive,Mid,Center
8778,Adam Lang,0.0,0.0,0.77,0.38,0.0,85.0,5.79,1.0,1.0,1.7,0.0,4.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,40.0,0.3,4.3,0.0,0.0,0.0,0.0,Defensive,Back,Center
8861,Daniel Caligiuri,0.22,0.31,0.12,0.0,1.1,71.9,7.57,3.0,2.0,1.2,0.1,1.6,1.4,0.1,1.7,1.3,0.0,1.1,1.5,38.5,1.2,2.2,0.0,0.5,0.0,0.6,Neutral,Mid,Right
8862,Naldo,0.24,0.06,0.15,0.0,1.4,85.7,7.42,1.5,1.6,1.0,0.6,5.7,0.4,0.6,0.3,0.5,0.0,0.0,0.4,49.9,0.0,3.6,0.0,0.4,0.1,0.9,Defensive,Back,Center
8863,Thilo Kehrer,0.11,0.0,0.19,0.0,0.6,83.4,7.12,2.9,1.3,1.3,0.3,3.4,0.8,0.4,0.5,1.0,0.1,0.0,0.4,42.6,0.0,2.8,0.0,0.1,0.0,0.5,Defensive,Back,Center
8864,Bastian Oczipka,0.04,0.04,0.16,0.0,0.5,76.3,7.09,2.1,1.4,0.7,0.0,1.1,0.3,0.1,1.3,1.8,0.1,0.9,2.0,34.6,2.0,1.3,0.0,0.3,0.0,0.2,Neutral,Mid,Left
8865,Leon Goretzka,0.27,0.09,0.14,0.0,1.7,79.8,7.03,1.9,1.6,1.3,0.0,1.2,1.4,0.2,0.5,2.1,0.1,0.8,0.7,32.7,0.3,1.6,0.0,0.8,0.1,0.8,Neutral,Mid,Center
8866,Benjamin Stambouli,0.0,0.08,0.16,0.0,0.0,78.6,6.96,3.4,2.3,1.6,0.2,2.5,0.9,0.3,0.3,0.5,0.0,0.4,0.3,48.6,0.0,3.1,0.1,0.0,0.0,0.0,Defensive,Back,Center
8867,Amine Harit,0.13,0.13,0.17,0.0,0.9,84.0,6.92,1.2,0.6,0.6,0.0,0.3,0.8,0.0,1.8,3.0,0.2,1.2,1.3,23.2,0.3,0.6,0.1,0.4,0.0,0.5,Neutral,Mid,Center
8868,Matija Nastasic,0.0,0.0,0.23,0.05,0.3,85.0,6.81,2.0,1.5,1.5,0.3,3.2,0.4,0.9,0.0,0.3,0.0,0.0,0.1,48.5,0.0,3.4,0.0,0.0,0.0,0.3,Defensive,Back,Center
8869,Nabil Bentaleb,0.36,0.27,0.27,0.09,0.9,81.7,6.78,1.6,1.4,1.6,0.0,1.6,0.9,0.4,0.3,0.4,0.1,0.5,0.6,32.9,0.1,1.8,0.1,0.6,0.0,0.3,Neutral,Mid,Center
8870,Guido Burgstaller,0.5,0.15,0.39,0.0,1.7,71.7,6.78,0.4,0.3,1.3,0.0,0.3,0.3,0.1,0.8,1.6,0.9,1.8,0.8,16.9,0.1,0.1,0.0,0.1,0.3,1.4,Attacking,Forward,Center
8871,Max Meyer,0.05,0.0,0.31,0.0,0.3,89.1,6.77,2.0,2.3,1.0,0.0,0.4,1.2,0.1,0.5,0.9,0.0,0.4,0.4,43.9,0.0,1.8,0.0,0.3,0.0,0.0,Neutral,Mid,Center
8876,Franco Di Santo,0.22,0.05,0.22,0.0,1.0,67.2,6.55,0.6,0.1,1.9,0.1,0.8,0.3,0.0,0.4,0.7,0.6,0.6,0.6,15.0,0.3,0.3,0.1,0.2,0.0,0.8,Attacking,Forward,Center
